full_text,cleansing,case_folding,tokenize,Filtering/stopword removal,stemming_data
@alokrajRSSB sir ydi cet me 40% ho gya to fir aapke navachar yaani cbt tbt ka kya mtlb fir vhi 3-4 laakh bethenge exam me. Km se km 50%to krao.,alokrajRSSB sir ydi cet me  ho gya to fir aapke navachar yaani cbt tbt ka kya mtlb fir vhi  laakh bethenge exam me Km se km to krao,alokrajrssb sir ydi cet me  ho gya to fir aapke navachar yaani cbt tbt ka kya mtlb fir vhi  laakh bethenge exam me km se km to krao,"['alokrajrssb', 'sir', 'ydi', 'cet', 'me', 'ho', 'gya', 'to', 'fir', 'aapke', 'navachar', 'yaani', 'cbt', 'tbt', 'ka', 'kya', 'mtlb', 'fir', 'vhi', 'laakh', 'bethenge', 'exam', 'me', 'km', 'se', 'km', 'to', 'krao']","['alokrajrssb', 'sir', 'ydi', 'cet', 'me', 'ho', 'gya', 'to', 'fir', 'aapke', 'navachar', 'yaani', 'cbt', 'tbt', 'ka', 'kya', 'mtlb', 'fir', 'vhi', 'laakh', 'bethenge', 'exam', 'me', 'km', 'km', 'to', 'krao']",alokrajrssb sir ydi cet me ho gya to fir aapke navachar yaani cbt tbt ka kya mtlb fir vhi laakh bethenge exam me km km to krao
@TheUpenYadav @BhajanlalBjp @RajCMO @BJP4Rajasthan @BJP4India sir bstc me 50 % reservation ko km krne ki bhi baat kro ...ye bstc walo k sath glt h,TheUpenYadav BhajanlalBjp RajCMO BJPRajasthan BJPIndia sir bstc me   reservation ko km krne ki bhi baat kro ye bstc walo k sath glt h,theupenyadav bhajanlalbjp rajcmo bjprajasthan bjpindia sir bstc me   reservation ko km krne ki bhi baat kro ye bstc walo k sath glt h,"['theupenyadav', 'bhajanlalbjp', 'rajcmo', 'bjprajasthan', 'bjpindia', 'sir', 'bstc', 'me', 'reservation', 'ko', 'km', 'krne', 'ki', 'bhi', 'baat', 'kro', 'ye', 'bstc', 'walo', 'k', 'sath', 'glt', 'h']","['theupenyadav', 'bhajanlalbjp', 'rajcmo', 'bjprajasthan', 'bjpindia', 'sir', 'bstc', 'me', 'reservation', 'ko', 'km', 'krne', 'ki', 'bhi', 'baat', 'kro', 'ye', 'bstc', 'walo', 'k', 'sath', 'glt', 'h']",theupenyadav bhajanlalbjp rajcmo bjprajasthan bjpindia sir bstc me reservation ko km krne ki bhi baat kro ye bstc walo k sath glt h
@tvOneNews Kalo sama PDIP itu lurus mkmkmk https://t.co/IeZSbrT3sh,tvOneNews Kalo sama PDIP itu lurus mkmkmk ,tvonenews kalo sama pdip itu lurus mkmkmk ,"['tvonenews', 'kalo', 'sama', 'pdip', 'itu', 'lurus', 'mkmkmk']","['tvonenews', 'kalo', 'pdip', 'lurus', 'mkmkmk']",tvonenews kalo pdip lurus mkmkmk
@kompascom Kalo sama PDIP itu lurus mkmkmk https://t.co/IeZSbrT3sh,kompascom Kalo sama PDIP itu lurus mkmkmk ,kompascom kalo sama pdip itu lurus mkmkmk ,"['kompascom', 'kalo', 'sama', 'pdip', 'itu', 'lurus', 'mkmkmk']","['kompascom', 'kalo', 'pdip', 'lurus', 'mkmkmk']",kompascom kalo pdip lurus mkmkmk
@kumparan Kalo sama PDIP itu lurus mkmkmk https://t.co/IeZSbrT3sh,kumparan Kalo sama PDIP itu lurus mkmkmk ,kumparan kalo sama pdip itu lurus mkmkmk ,"['kumparan', 'kalo', 'sama', 'pdip', 'itu', 'lurus', 'mkmkmk']","['kumparan', 'kalo', 'pdip', 'lurus', 'mkmkmk']",kumpar kalo pdip lurus mkmkmk
@OposisiCerdas Kalo sama PDIP itu lurus mkmkmk https://t.co/IeZSbrT3sh,OposisiCerdas Kalo sama PDIP itu lurus mkmkmk ,oposisicerdas kalo sama pdip itu lurus mkmkmk ,"['oposisicerdas', 'kalo', 'sama', 'pdip', 'itu', 'lurus', 'mkmkmk']","['oposisicerdas', 'kalo', 'pdip', 'lurus', 'mkmkmk']",oposisicerdas kalo pdip lurus mkmkmk
Kagera TANROADS mkoa wa Kagera inaendelea na ujenzi wa mradi wa barabara inayounganisha Tanzania na Uganda ya Omurushaka (Chonyonyo) Nkwenda - Kyerwa (Km 50) kwa kiwango cha lami ikijengwa kwa gharama ya Tsh Bilioni 94.093 na kukamilika ndani ya miezi 36. #MamaYukoKazini https://t.co/bIw60OiEop,Kagera TANROADS mkoa wa Kagera inaendelea na ujenzi wa mradi wa barabara inayounganisha Tanzania na Uganda ya Omurushaka Chonyonyo Nkwenda  Kyerwa Km  kwa kiwango cha lami ikijengwa kwa gharama ya Tsh Bilioni  na kukamilika ndani ya miezi  MamaYukoKazini ,kagera tanroads mkoa wa kagera inaendelea na ujenzi wa mradi wa barabara inayounganisha tanzania na uganda ya omurushaka chonyonyo nkwenda  kyerwa km  kwa kiwango cha lami ikijengwa kwa gharama ya tsh bilioni  na kukamilika ndani ya miezi  mamayukokazini ,"['kagera', 'tanroads', 'mkoa', 'wa', 'kagera', 'inaendelea', 'na', 'ujenzi', 'wa', 'mradi', 'wa', 'barabara', 'inayounganisha', 'tanzania', 'na', 'uganda', 'ya', 'omurushaka', 'chonyonyo', 'nkwenda', 'kyerwa', 'km', 'kwa', 'kiwango', 'cha', 'lami', 'ikijengwa', 'kwa', 'gharama', 'ya', 'tsh', 'bilioni', 'na', 'kukamilika', 'ndani', 'ya', 'miezi', 'mamayukokazini']","['kagera', 'tanroads', 'mkoa', 'wa', 'kagera', 'inaendelea', 'na', 'ujenzi', 'wa', 'mradi', 'wa', 'barabara', 'inayounganisha', 'tanzania', 'na', 'uganda', 'ya', 'omurushaka', 'chonyonyo', 'nkwenda', 'kyerwa', 'km', 'kwa', 'kiwango', 'cha', 'lami', 'ikijengwa', 'kwa', 'gharama', 'ya', 'tsh', 'bilioni', 'na', 'kukamilika', 'ndani', 'ya', 'miezi', 'mamayukokazini']",kagera tanroads mkoa wa kagera inaendelea na ujenzi wa mradi wa barabara inayounganisha tanzania na uganda ya omurushaka chonyonyo nkwenda kyerwa km kwa kiwango cha lam ikijengwa kwa gharama ya tsh bilioni na kukamilika ndani ya miezi mamayukokazini
@Bhajan_vishnoi_ 50 km m h,Bhajanvishnoi  km m h,bhajanvishnoi  km m h,"['bhajanvishnoi', 'km', 'm', 'h']","['bhajanvishnoi', 'km', 'm', 'h']",bhajanvishnoi km m h
@ferrykoto Buzzer nyinnyir tanpa manfaat kompakan cari topik @Dahnilanzar,ferrykoto Buzzer nyinnyir tanpa manfaat kompakan cari topik Dahnilanzar,ferrykoto buzzer nyinnyir tanpa manfaat kompakan cari topik dahnilanzar,"['ferrykoto', 'buzzer', 'nyinnyir', 'tanpa', 'manfaat', 'kompakan', 'cari', 'topik', 'dahnilanzar']","['ferrykoto', 'buzzer', 'nyinnyir', 'manfaat', 'kompakan', 'cari', 'topik', 'dahnilanzar']",ferrykoto buzzer nyinnyir manfaat kompak cari topik dahnilanzar
Menolak lupa....rawat dalam ingatan.... #KM50 #Kanjuruhan #Kilometer50 semoga keadilan bisa segera ditegakan.... https://t.co/c0smrGBshE,Menolak luparawat dalam ingatan KM Kanjuruhan Kilometer semoga keadilan bisa segera ditegakan ,menolak luparawat dalam ingatan km kanjuruhan kilometer semoga keadilan bisa segera ditegakan ,"['menolak', 'luparawat', 'dalam', 'ingatan', 'km', 'kanjuruhan', 'kilometer', 'semoga', 'keadilan', 'bisa', 'segera', 'ditegakan']","['menolak', 'luparawat', 'ingatan', 'km', 'kanjuruhan', 'kilometer', 'semoga', 'keadilan', 'ditegakan']",tolak luparawat ingat km kanjuruhan kilometer moga adil tega
Aku juga gak berani kok,Aku juga gak berani kok,aku juga gak berani kok,"['aku', 'juga', 'gak', 'berani', 'kok']","['gak', 'berani']",gak berani
Dulu kejadian seperti ini aku kira akan terjadi di pridavan https://t.co/CXVFGZNivG,Dulu kejadian seperti ini aku kira akan terjadi di pridavan ,dulu kejadian seperti ini aku kira akan terjadi di pridavan ,"['dulu', 'kejadian', 'seperti', 'ini', 'aku', 'kira', 'akan', 'terjadi', 'di', 'pridavan']","['kejadian', 'pridavan']",jadi pridavan
@Adi_8002 Kapan PP nyusul??,Adi Kapan PP nyusul,adi kapan pp nyusul,"['adi', 'kapan', 'pp', 'nyusul']","['adi', 'pp', 'nyusul']",adi pp nyusul
@tvOneNews Tebak.. Siapa yg bakal ditangkap??,tvOneNews Tebak Siapa yg bakal ditangkap,tvonenews tebak siapa yg bakal ditangkap,"['tvonenews', 'tebak', 'siapa', 'yg', 'bakal', 'ditangkap']","['tvonenews', 'tebak', 'yg', 'ditangkap']",tvonenews tebak yg tangkap
@GunRomli Tragedi KM 50 gimana?(HAM berat sedang apa ringan)???,GunRomli Tragedi KM  gimanaHAM berat sedang apa ringan,gunromli tragedi km  gimanaham berat sedang apa ringan,"['gunromli', 'tragedi', 'km', 'gimanaham', 'berat', 'sedang', 'apa', 'ringan']","['gunromli', 'tragedi', 'km', 'gimanaham', 'berat', 'ringan']",gunromli tragedi km gimanaham berat ringan
Tetep milih pake rok walaupun pp 50 km ke kantor naik motor https://t.co/TVRkszOVEN,Tetep milih pake rok walaupun pp  km ke kantor naik motor ,tetep milih pake rok walaupun pp  km ke kantor naik motor ,"['tetep', 'milih', 'pake', 'rok', 'walaupun', 'pp', 'km', 'ke', 'kantor', 'naik', 'motor']","['tetep', 'milih', 'pake', 'rok', 'pp', 'km', 'kantor', 'motor']",tetep milih pake rok pp km kantor motor
Di Malaysia 1 nyawa dibunuh dihukum MATI semua (6) pelakunya. Di Indonesia ???? KM50 Sambo Ronald Tannur Kanjuruhan dll? https://t.co/HysNlBGBcX,Di Malaysia  nyawa dibunuh dihukum MATI semua  pelakunya Di Indonesia  KM Sambo Ronald Tannur Kanjuruhan dll ,di malaysia  nyawa dibunuh dihukum mati semua  pelakunya di indonesia  km sambo ronald tannur kanjuruhan dll ,"['di', 'malaysia', 'nyawa', 'dibunuh', 'dihukum', 'mati', 'semua', 'pelakunya', 'di', 'indonesia', 'km', 'sambo', 'ronald', 'tannur', 'kanjuruhan', 'dll']","['malaysia', 'nyawa', 'dibunuh', 'dihukum', 'mati', 'pelakunya', 'indonesia', 'km', 'sambo', 'ronald', 'tannur', 'kanjuruhan', 'dll']",malaysia nyawa bunuh hukum mati laku indonesia km sambo ronald tannur kanjuruhan dll
@Getjzebulon24 @ScariestProject Ya makanya jangan ngebut. Maks 50 km/h kalau jalanan dalam kota. Lebih amannya dibawah itu. Udah tau di Indon Raya ini pengemudi kendaraan itu banyak yg tolol apalagi betina2 kok bisa2nya sepede itu bawa kendaraan kecepatan,Getjzebulon ScariestProject Ya makanya jangan ngebut Maks  kmh kalau jalanan dalam kota Lebih amannya dibawah itu Udah tau di Indon Raya ini pengemudi kendaraan itu banyak yg tolol apalagi betina kok bisanya sepede itu bawa kendaraan kecepatan,getjzebulon scariestproject ya makanya jangan ngebut maks  kmh kalau jalanan dalam kota lebih amannya dibawah itu udah tau di indon raya ini pengemudi kendaraan itu banyak yg tolol apalagi betina kok bisanya sepede itu bawa kendaraan kecepatan,"['getjzebulon', 'scariestproject', 'ya', 'makanya', 'jangan', 'ngebut', 'maks', 'kmh', 'kalau', 'jalanan', 'dalam', 'kota', 'lebih', 'amannya', 'dibawah', 'itu', 'udah', 'tau', 'di', 'indon', 'raya', 'ini', 'pengemudi', 'kendaraan', 'itu', 'banyak', 'yg', 'tolol', 'apalagi', 'betina', 'kok', 'bisanya', 'sepede', 'itu', 'bawa', 'kendaraan', 'kecepatan']","['getjzebulon', 'scariestproject', 'ya', 'ngebut', 'maks', 'kmh', 'jalanan', 'kota', 'amannya', 'dibawah', 'udah', 'tau', 'indon', 'raya', 'pengemudi', 'kendaraan', 'yg', 'tolol', 'betina', 'bisanya', 'sepede', 'bawa', 'kendaraan', 'kecepatan']",getjzebulon scariestproject ya ngebut maks kmh jalan kota aman bawah udah tau indon raya kemudi kendara yg tolol betina bisa sepede bawa kendara cepat
@SeriDianawati Kemarin pilpres milih siapa? @jokowi @prabowo @gibran_tweet @ganjarpranowo @anies @cakimiNOW @mohmahfudmd @prastow ?,SeriDianawati Kemarin pilpres milih siapa jokowi prabowo gibrantweet ganjarpranowo anies cakimiNOW mohmahfudmd prastow ,seridianawati kemarin pilpres milih siapa jokowi prabowo gibrantweet ganjarpranowo anies cakiminow mohmahfudmd prastow ,"['seridianawati', 'kemarin', 'pilpres', 'milih', 'siapa', 'jokowi', 'prabowo', 'gibrantweet', 'ganjarpranowo', 'anies', 'cakiminow', 'mohmahfudmd', 'prastow']","['seridianawati', 'kemarin', 'pilpres', 'milih', 'jokowi', 'prabowo', 'gibrantweet', 'ganjarpranowo', 'anies', 'cakiminow', 'mohmahfudmd', 'prastow']",seridianawati kemarin pilpres milih jokowi prabowo gibrantweet ganjarpranowo anies cakiminow mohmahfudmd prastow
@kaventurinee fi: loui km kyk anak kicil cimit cimit cr: 50% message: bangun lou udah pagi disini..,kaventurinee fi loui km kyk anak kicil cimit cimit cr  message bangun lou udah pagi disini,kaventurinee fi loui km kyk anak kicil cimit cimit cr  message bangun lou udah pagi disini,"['kaventurinee', 'fi', 'loui', 'km', 'kyk', 'anak', 'kicil', 'cimit', 'cimit', 'cr', 'message', 'bangun', 'lou', 'udah', 'pagi', 'disini']","['kaventurinee', 'fi', 'loui', 'km', 'kyk', 'anak', 'kicil', 'cimit', 'cimit', 'cr', 'message', 'bangun', 'lou', 'udah', 'pagi']",kaventurinee fi loui km kyk anak kicil cimit cimit cr message bangun lou udah pagi
@geloraco Semoga koreknya beneran,geloraco Semoga koreknya beneran,geloraco semoga koreknya beneran,"['geloraco', 'semoga', 'koreknya', 'beneran']","['geloraco', 'semoga', 'koreknya', 'beneran']",geloraco moga korek beneran
@kumparan Saat dunia menyoraki eh.. Bab1 Yahudi pesek datang berjabat tangan,kumparan Saat dunia menyoraki eh Bab Yahudi pesek datang berjabat tangan,kumparan saat dunia menyoraki eh bab yahudi pesek datang berjabat tangan,"['kumparan', 'saat', 'dunia', 'menyoraki', 'eh', 'bab', 'yahudi', 'pesek', 'datang', 'berjabat', 'tangan']","['kumparan', 'dunia', 'menyoraki', 'eh', 'bab', 'yahudi', 'pesek', 'berjabat', 'tangan']",kumpar dunia sorak eh bab yahudi pesek jabat tangan
@ioniqfive gadulu moblis deh kalo dh 8 thn atau 50.000 km kudu ganti baterenya yg seharga 1 Honda HRV SE,ioniqfive gadulu moblis deh kalo dh  thn atau  km kudu ganti baterenya yg seharga  Honda HRV SE,ioniqfive gadulu moblis deh kalo dh  thn atau  km kudu ganti baterenya yg seharga  honda hrv se,"['ioniqfive', 'gadulu', 'moblis', 'deh', 'kalo', 'dh', 'thn', 'atau', 'km', 'kudu', 'ganti', 'baterenya', 'yg', 'seharga', 'honda', 'hrv', 'se']","['ioniqfive', 'gadulu', 'moblis', 'deh', 'kalo', 'dh', 'thn', 'km', 'kudu', 'ganti', 'baterenya', 'yg', 'seharga', 'honda', 'hrv']",ioniqfive gadulu moblis deh kalo dh thn km kudu ganti baterenya yg harga honda hrv
@notyourswrt km kok ga nyemangatin aku,notyourswrt km kok ga nyemangatin aku,notyourswrt km kok ga nyemangatin aku,"['notyourswrt', 'km', 'kok', 'ga', 'nyemangatin', 'aku']","['notyourswrt', 'km', 'ga', 'nyemangatin']",notyourswrt km ga nyemangatin
tw // anxiety halo guys kalian yang tempat work! nya jauh dan harus pp motor gimana ya biar ga stress? aku pp 50 km dan punya anxiety. akhir2 ini kayaknya aku capek bgt sampe rada kambuh penyakitku. disuruh dokter buat kos tp gaji mepet gmn ya? :( https://t.co/TXXedqW3lL,tw  anxiety halo guys kalian yang tempat work nya jauh dan harus pp motor gimana ya biar ga stress aku pp  km dan punya anxiety akhir ini kayaknya aku capek bgt sampe rada kambuh penyakitku disuruh dokter buat kos tp gaji mepet gmn ya  ,tw  anxiety halo guys kalian yang tempat work nya jauh dan harus pp motor gimana ya biar ga stress aku pp  km dan punya anxiety akhir ini kayaknya aku capek bgt sampe rada kambuh penyakitku disuruh dokter buat kos tp gaji mepet gmn ya  ,"['tw', 'anxiety', 'halo', 'guys', 'kalian', 'yang', 'tempat', 'work', 'nya', 'jauh', 'dan', 'harus', 'pp', 'motor', 'gimana', 'ya', 'biar', 'ga', 'stress', 'aku', 'pp', 'km', 'dan', 'punya', 'anxiety', 'akhir', 'ini', 'kayaknya', 'aku', 'capek', 'bgt', 'sampe', 'rada', 'kambuh', 'penyakitku', 'disuruh', 'dokter', 'buat', 'kos', 'tp', 'gaji', 'mepet', 'gmn', 'ya']","['tw', 'anxiety', 'halo', 'guys', 'work', 'nya', 'pp', 'motor', 'gimana', 'ya', 'biar', 'ga', 'stress', 'pp', 'km', 'anxiety', 'kayaknya', 'capek', 'bgt', 'sampe', 'rada', 'kambuh', 'penyakitku', 'disuruh', 'dokter', 'kos', 'tp', 'gaji', 'mepet', 'gmn', 'ya']",tw anxiety halo guys work nya pp motor gimana ya biar ga stress pp km anxiety kayak capek bgt sampe rada kambuh sakit suruh dokter kos tp gaji mepet gmn ya
sieta jagoan ey pace 6 dapet 7 km cuma 50 menit,sieta jagoan ey pace  dapet  km cuma  menit,sieta jagoan ey pace  dapet  km cuma  menit,"['sieta', 'jagoan', 'ey', 'pace', 'dapet', 'km', 'cuma', 'menit']","['sieta', 'jagoan', 'ey', 'pace', 'dapet', 'km', 'menit']",sieta jago ey pace dapet km menit
Tetap kita tuntut yang menggaungkan institusi terhadap kasus KM 50 setelah Rezim Bajigot tidak berkuasa dan lengser dari kekuasaannya. Lihat video NBA! #TikTok https://t.co/lVRk4p87RS,Tetap kita tuntut yang menggaungkan institusi terhadap kasus KM  setelah Rezim Bajigot tidak berkuasa dan lengser dari kekuasaannya Lihat video NBA TikTok ,tetap kita tuntut yang menggaungkan institusi terhadap kasus km  setelah rezim bajigot tidak berkuasa dan lengser dari kekuasaannya lihat video nba tiktok ,"['tetap', 'kita', 'tuntut', 'yang', 'menggaungkan', 'institusi', 'terhadap', 'kasus', 'km', 'setelah', 'rezim', 'bajigot', 'tidak', 'berkuasa', 'dan', 'lengser', 'dari', 'kekuasaannya', 'lihat', 'video', 'nba', 'tiktok']","['tuntut', 'menggaungkan', 'institusi', 'km', 'rezim', 'bajigot', 'berkuasa', 'lengser', 'kekuasaannya', 'lihat', 'video', 'nba', 'tiktok']",tuntut gaung institusi km rezim bajigot kuasa lengser kuasa lihat video nba tiktok
@dishub_bwi Kalibaru-Bekasi,dishubbwi KalibaruBekasi,dishubbwi kalibarubekasi,"['dishubbwi', 'kalibarubekasi']","['dishubbwi', 'kalibarubekasi']",dishubbwi kalibarubekasi
@Boediantar4 @Dahnilanzar Ember. Hasil Garong suara aja blagu.,Boediantar Dahnilanzar Ember Hasil Garong suara aja blagu,boediantar dahnilanzar ember hasil garong suara aja blagu,"['boediantar', 'dahnilanzar', 'ember', 'hasil', 'garong', 'suara', 'aja', 'blagu']","['boediantar', 'dahnilanzar', 'ember', 'hasil', 'garong', 'suara', 'aja', 'blagu']",boediantar dahnilanzar ember hasil garong suara aja blagu
@kumparan Ini mahhhh perombakan total mirip km50,kumparan Ini mahhhh perombakan total mirip km,kumparan ini mahhhh perombakan total mirip km,"['kumparan', 'ini', 'mahhhh', 'perombakan', 'total', 'mirip', 'km']","['kumparan', 'mahhhh', 'perombakan', 'total', 'km']",kumpar mahhhh ombak total km
Asumsi: Fase 1 â 25 km Fase 2 â 20 km Fase 3 â 20 km Fase 4 â 28 km Berarti cost/km-nya $20M Ã· 93 = $215 juta/km atau $50 juta/km lbh murah daripada MRT Jakarta ???,Asumsi Fase    km Fase    km Fase    km Fase    km Berarti costkmnya M     jutakm atau  jutakm lbh murah daripada MRT Jakarta ,asumsi fase    km fase    km fase    km fase    km berarti costkmnya m     jutakm atau  jutakm lbh murah daripada mrt jakarta ,"['asumsi', 'fase', 'km', 'fase', 'km', 'fase', 'km', 'fase', 'km', 'berarti', 'costkmnya', 'm', 'jutakm', 'atau', 'jutakm', 'lbh', 'murah', 'daripada', 'mrt', 'jakarta']","['asumsi', 'fase', 'km', 'fase', 'km', 'fase', 'km', 'fase', 'km', 'costkmnya', 'm', 'jutakm', 'jutakm', 'lbh', 'murah', 'mrt', 'jakarta']",asumsi fase km fase km fase km fase km costkmnya m jutakm jutakm lbh murah mrt jakarta
@areyaarharsh Ab to nrml ho gya h bp problem jisse dekho usi ko h aur bhai systolic BP 80-50 h?? Ita km yaha insaan ka 100 rhe to pareshani hone lagta h 80-50 to bahut jyda km h thoda dhyan rakha karo bhai BP control rahega to baki problems v ni hoga...,areyaarharsh Ab to nrml ho gya h bp problem jisse dekho usi ko h aur bhai systolic BP  h Ita km yaha insaan ka  rhe to pareshani hone lagta h  to bahut jyda km h thoda dhyan rakha karo bhai BP control rahega to baki problems v ni hoga,areyaarharsh ab to nrml ho gya h bp problem jisse dekho usi ko h aur bhai systolic bp  h ita km yaha insaan ka  rhe to pareshani hone lagta h  to bahut jyda km h thoda dhyan rakha karo bhai bp control rahega to baki problems v ni hoga,"['areyaarharsh', 'ab', 'to', 'nrml', 'ho', 'gya', 'h', 'bp', 'problem', 'jisse', 'dekho', 'usi', 'ko', 'h', 'aur', 'bhai', 'systolic', 'bp', 'h', 'ita', 'km', 'yaha', 'insaan', 'ka', 'rhe', 'to', 'pareshani', 'hone', 'lagta', 'h', 'to', 'bahut', 'jyda', 'km', 'h', 'thoda', 'dhyan', 'rakha', 'karo', 'bhai', 'bp', 'control', 'rahega', 'to', 'baki', 'problems', 'v', 'ni', 'hoga']","['areyaarharsh', 'ab', 'to', 'nrml', 'ho', 'gya', 'h', 'bp', 'problem', 'jisse', 'dekho', 'usi', 'ko', 'h', 'aur', 'bhai', 'systolic', 'bp', 'h', 'ita', 'km', 'yaha', 'insaan', 'ka', 'rhe', 'to', 'pareshani', 'hone', 'lagta', 'h', 'to', 'bahut', 'jyda', 'km', 'h', 'thoda', 'dhyan', 'rakha', 'karo', 'bhai', 'bp', 'control', 'rahega', 'to', 'baki', 'problems', 'v', 'ni', 'hoga']",areyaarharsh ab to nrml ho gya h bp problem jisse dekho usi ko h aur bhai systolic bp h ita km yaha insaan ka rhe to pareshani hone lagta h to bahut jyda km h thoda dhyan rakha karo bhai bp control rahega to baki problems v ni hoga
@mutedbleu AKU NANYA KM karna kirain dah tau harganya okeng tar kl ada yg lewat offer kodenya aja,mutedbleu AKU NANYA KM karna kirain dah tau harganya okeng tar kl ada yg lewat offer kodenya aja,mutedbleu aku nanya km karna kirain dah tau harganya okeng tar kl ada yg lewat offer kodenya aja,"['mutedbleu', 'aku', 'nanya', 'km', 'karna', 'kirain', 'dah', 'tau', 'harganya', 'okeng', 'tar', 'kl', 'ada', 'yg', 'lewat', 'offer', 'kodenya', 'aja']","['mutedbleu', 'nanya', 'km', 'karna', 'kirain', 'dah', 'tau', 'harganya', 'okeng', 'tar', 'kl', 'yg', 'offer', 'kodenya', 'aja']",mutedbleu nanya km karna kirain dah tau harga okeng tar kl yg offer kode aja
Dan ya bus ini melewati Jalan Tol Cijago. Sama seperti bus TJ Kecepatan bus dibatasi hanya 50 Km/h. https://t.co/HT95SEfgjY,Dan ya bus ini melewati Jalan Tol Cijago Sama seperti bus TJ Kecepatan bus dibatasi hanya  Kmh ,dan ya bus ini melewati jalan tol cijago sama seperti bus tj kecepatan bus dibatasi hanya  kmh ,"['dan', 'ya', 'bus', 'ini', 'melewati', 'jalan', 'tol', 'cijago', 'sama', 'seperti', 'bus', 'tj', 'kecepatan', 'bus', 'dibatasi', 'hanya', 'kmh']","['ya', 'bus', 'melewati', 'jalan', 'tol', 'cijago', 'bus', 'tj', 'kecepatan', 'bus', 'dibatasi', 'kmh']",ya bus lewat jalan tol cijago bus tj cepat bus batas kmh
